cb9f980a-78d0-43cd-a51d-1db2e4b20feb,PRJ-8850-01,Переход каталог сервисов для ServiceDesk для снижения рисков (контур ServiceDesk),"Проект в дочерней компании КМГ-Кумколь: Переход каталог сервисов для ServiceDesk для снижения рисков (контур ServiceDesk). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",3,active,2024-04-21,,218000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
67dc1f4b-337c-47a9-a61d-52ae5738cbb4,PRJ-8539-02,Стабилизация переезд в Kubernetes для ЛК пользователя (контур ServiceDesk),"Проект в дочерней компании КМГ-Кумколь: Стабилизация переезд в Kubernetes для ЛК пользователя (контур ServiceDesk). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",1,planning,2025-07-06,,45000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
d7108aa8-ad2d-4787-8fb1-cbe12fa09eaa,PRJ-8540-03,Рефакторинг модуль для ServiceDesk — сопровождение для снижения рисков,"Проект в дочерней компании КМГ-Кумколь: Рефакторинг модуль для ServiceDesk — сопровождение для снижения рисков. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,active,2025-02-12,,66000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
db48c679-bd75-43e8-b043-c697bea2faaf,PRJ-1154-04,Интеграция миграция для ML-модель прогноза — MVP в рамках цифровой трансформации (контур КМГ-Кумколь),"Проект в дочерней компании КМГ-Кумколь: Интеграция миграция для ML-модель прогноза — MVP в рамках цифровой трансформации (контур КМГ-Кумколь). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,active,2025-08-09,,202000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
a70deba0-1b44-43f7-8afd-e66a2c6523dc,PRJ-9877-05,Автоматизация переезд в Kubernetes для SAP — этап 2 (CAB),"Проект в дочерней компании КМГ-Кумколь: Автоматизация переезд в Kubernetes для SAP — этап 2 (CAB). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",1,active,2024-06-01,,89000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
c09d50bd-0ca0-422d-b8d2-401343fb5a0d,PRJ-3004-06,Переход дашборд для Kubernetes — этап 1 по запросу бизнеса (контур ServiceDesk),"Проект в дочерней компании КМГ-Кумколь: Переход дашборд для Kubernetes — этап 1 по запросу бизнеса (контур ServiceDesk). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,done,2024-04-12,,74000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
e963abf7-e6fd-497d-9ff3-752d4b9a68b2,PRJ-4821-07,Оптимизация дашборд для DWH для импортозамещения (контур интеграций),"Проект в дочерней компании КМГ-Кумколь: Оптимизация дашборд для DWH для импортозамещения (контур интеграций). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",6,on_hold,2025-01-22,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
40bd7fdf-a7aa-47b8-b718-90f1d187e7b8,PRJ-8102-08,Интеграция переход на API для CI/CD (контур BI/DWH),"Проект в дочерней компании КМГ-Кумколь: Интеграция переход на API для CI/CD (контур BI/DWH). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2025-04-16,,236000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
9d814464-7f57-44c8-8ae1-6c5a54691196,PRJ-8591-09,Автоматизация дашборд для API Gateway — сопровождение в рамках цифровой трансформации (RCA follow-up),"Проект в дочерней компании КМГ-Кумколь: Автоматизация дашборд для API Gateway — сопровождение в рамках цифровой трансформации (RCA follow-up). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",2,planning,2025-07-11,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
95717935-f9fb-408a-9fb7-3d7176618477,PRJ-2594-10,Цифровизация витрина для CI/CD — версия 1.0 в рамках оптимизации затрат (контур интеграций),"Проект в дочерней компании КМГ-Кумколь: Цифровизация витрина для CI/CD — версия 1.0 в рамках оптимизации затрат (контур интеграций). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,active,2025-10-22,,147000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
48532cb1-1edd-4550-82a8-0e35d96e7ba0,PRJ-8581-11,Внедрение обновление архитектуры для Bitrix24 CRM по результатам RCA,"Проект в дочерней компании КМГ-Кумколь: Внедрение обновление архитектуры для Bitrix24 CRM по результатам RCA. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",1,done,2024-01-23,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
8df7fac8-3696-48e6-9a59-ba6f8b95fcab,PRJ-5873-12,Модернизация шина для Bitrix24 CRM по запросу бизнеса (контур ServiceDesk) (SLA),"Проект в дочерней компании КМГ-Кумколь: Модернизация шина для Bitrix24 CRM по запросу бизнеса (контур ServiceDesk) (SLA). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2024-07-22,,176000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
3aa248f1-8099-4909-9d04-e6804f839793,PRJ-5684-13,Модернизация интеграция для ServiceDesk (контур ServiceDesk),"Проект в дочерней компании КМГ-Кумколь: Модернизация интеграция для ServiceDesk (контур ServiceDesk). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",1,active,2025-11-03,,94000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
4644c3dd-a7f5-4a00-bef0-0f2b90d85a65,PRJ-7245-14,Оптимизация дашборд для SAP — тиражирование (критичные сервисы),"Проект в дочерней компании КМГ-Кумколь: Оптимизация дашборд для SAP — тиражирование (критичные сервисы). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",3,active,2025-11-19,,200000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
ed3b9b80-d4a3-475b-b0af-019df33040f1,PRJ-4565-15,Оптимизация интеграция для Bitrix24 CRM — тиражирование по результатам RCA (контур ИБ) (RCA follow-up),"Проект в дочерней компании КМГ-Кумколь: Оптимизация интеграция для Bitrix24 CRM — тиражирование по результатам RCA (контур ИБ) (RCA follow-up). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2024-04-19,,66000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
55503441-59a3-4907-a70f-caf2a25a0a9a,PRJ-7211-16,Интеграция реестр для ЛК пользователя — тиражирование для снижения рисков,"Проект в дочерней компании КМГ-Кумколь: Интеграция реестр для ЛК пользователя — тиражирование для снижения рисков. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2024-07-18,,65000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
8e272949-7499-4ffd-8215-9910943932c8,PRJ-6057-17,Автоматизация модуль для SAP — сопровождение по требованию аудита (контур интеграций) (RCA follow-up),"Проект в дочерней компании КМГ-Кумколь: Автоматизация модуль для SAP — сопровождение по требованию аудита (контур интеграций) (RCA follow-up). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2024-07-07,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
440e2cfe-cd3a-44e0-ba0b-717004150b24,PRJ-3939-18,Развитие модуль для ServiceDesk — сопровождение,"Проект в дочерней компании КМГ-Кумколь: Развитие модуль для ServiceDesk — сопровождение. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2025-03-24,,133000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
a6b043ef-a9b3-48bd-ac81-f295efd26116,PRJ-6822-19,Развитие каталог сервисов для DWH — этап 1,"Проект в дочерней компании КМГ-Кумколь: Развитие каталог сервисов для DWH — этап 1. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",2,on_hold,2024-06-19,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
7ffb8305-4ce5-4b39-aa43-f938af632a3d,PRJ-1573-20,Модернизация дашборд для API Gateway — пилот по требованию аудита (критичные сервисы),"Проект в дочерней компании КМГ-Кумколь: Модернизация дашборд для API Gateway — пилот по требованию аудита (критичные сервисы). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,planning,2024-01-15,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
f30a5e30-b630-4a59-b3e8-1fdf4ffa6703,PRJ-2107-21,Стабилизация шина для ML-модель прогноза — пилот по требованию аудита,"Проект в дочерней компании КМГ-Кумколь: Стабилизация шина для ML-модель прогноза — пилот по требованию аудита. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",2,active,2024-05-30,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
dd691571-8bf3-41f2-a729-9332ea5a54ec,PRJ-2617-22,Оптимизация дашборд для ServiceDesk — этап 1 в рамках цифровой трансформации,"Проект в дочерней компании КМГ-Кумколь: Оптимизация дашборд для ServiceDesk — этап 1 в рамках цифровой трансформации. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",4,active,2025-11-09,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
214c841b-51fd-4ab0-9f1f-517943f17c5f,PRJ-8225-23,Цифровизация переход на API для ML-модель прогноза — сопровождение для снижения рисков (контур BI/DWH) (CI/CD),"Проект в дочерней компании КМГ-Кумколь: Цифровизация переход на API для ML-модель прогноза — сопровождение для снижения рисков (контур BI/DWH) (CI/CD). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",3,active,2024-05-21,,96000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
a413a468-0545-4053-95a6-12f17bc0c824,PRJ-4120-24,Рефакторинг каталог сервисов для BI — пилот (контур ИБ),"Проект в дочерней компании КМГ-Кумколь: Рефакторинг каталог сервисов для BI — пилот (контур ИБ). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,active,2024-04-09,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
83b85698-3fd5-490d-a8d9-7987227f6e53,PRJ-2439-25,Интеграция реестр для ЛК пользователя по запросу бизнеса,"Проект в дочерней компании КМГ-Кумколь: Интеграция реестр для ЛК пользователя по запросу бизнеса. Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2024-07-17,,241000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
35603545-7247-4c6b-9f94-4122d758a26c,PRJ-9707-26,Переход дашборд для SAP по требованию аудита (CAB),"Проект в дочерней компании КМГ-Кумколь: Переход дашборд для SAP по требованию аудита (CAB). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",5,active,2025-07-09,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
354eb07b-12c8-4ca7-ba14-3f1866256716,PRJ-6218-27,Переход каталог сервисов для Единый справочник НСИ — тиражирование в рамках цифровой трансформации (контур КМГ-Кумколь) (CI/CD),"Проект в дочерней компании КМГ-Кумколь: Переход каталог сервисов для Единый справочник НСИ — тиражирование в рамках цифровой трансформации (контур КМГ-Кумколь) (CI/CD). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",7,done,2025-01-13,2025-02-27,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
fb3de690-8752-49b8-ab5d-3917de804eb5,PRJ-1674-28,Рефакторинг миграция для BI — этап 2 (контур КМГ-Кумколь),"Проект в дочерней компании КМГ-Кумколь: Рефакторинг миграция для BI — этап 2 (контур КМГ-Кумколь). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",3,active,2025-07-30,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
4d37d809-ada3-429e-b164-116d6a1c5117,PRJ-3985-29,Оптимизация дашборд для API Gateway — сопровождение (контур интеграций),"Проект в дочерней компании КМГ-Кумколь: Оптимизация дашборд для API Gateway — сопровождение (контур интеграций). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,planning,2024-10-25,,152000000.00,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
b6dee060-e8b6-4b04-a3aa-40a283cbc3b3,PRJ-4158-30,Переход реестр для API Gateway в рамках оптимизации затрат (контур BI/DWH),"Проект в дочерней компании КМГ-Кумколь: Переход реестр для API Gateway в рамках оптимизации затрат (контур BI/DWH). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",4,active,2025-10-27,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
16758bd0-6dc6-4106-aeb0-f5fdfd1227f1,PRJ-3030-31,Рефакторинг реестр для API Gateway по требованию аудита (RCA follow-up),"Проект в дочерней компании КМГ-Кумколь: Рефакторинг реестр для API Gateway по требованию аудита (RCA follow-up). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",7,planning,2025-12-01,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
90ce35d0-1f85-4bce-a8e2-c272bf22787d,PRJ-4131-32,Модернизация переезд в Kubernetes для ML-модель прогноза — версия 1.1 в рамках оптимизации затрат (учетный контур),"Проект в дочерней компании КМГ-Кумколь: Модернизация переезд в Kubernetes для ML-модель прогноза — версия 1.1 в рамках оптимизации затрат (учетный контур). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",8,active,2025-06-14,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
f811441c-161c-4c5b-960c-d04f0a32f776,PRJ-9262-33,Рефакторинг миграция для ServiceDesk — версия 1.0 по результатам RCA (контур ServiceDesk),"Проект в дочерней компании КМГ-Кумколь: Рефакторинг миграция для ServiceDesk — версия 1.0 по результатам RCA (контур ServiceDesk). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",7,active,2024-01-18,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
a8cd9a8b-fda7-4976-847d-ef86880147f6,PRJ-9735-34,Рефакторинг модуль для Единый справочник НСИ (учетный контур) (RCA follow-up),"Проект в дочерней компании КМГ-Кумколь: Рефакторинг модуль для Единый справочник НСИ (учетный контур) (RCA follow-up). Включает интеграции/разработку/сопровождение, возможны Python/.NET/ML компоненты.",7,active,2025-03-10,,,2026-02-25 22:21:35.293375+00,2026-02-25 22:21:35.293375+00
